cliente_id,contrato_id,edad,provincia,antiguedad_meses,cuota_mensual,canal,producto,ingresos_mensuales,incidencias_12m,satisfaccion,fecha_alta,abandono
CLI-002798,CTR-002798,34,Alicante,11,65.21,,Premium,,6,,2025-10-03,Sí
CLI-007920,CTR-007920,34,Zaragoza,31,62.73,Teléfono,Básico,1972.33,1,7,2024-02-10,No
CLI-008998,CTR-008998,33,Murcia,24,77.19,Teléfono,Premium,1986.94,2,4,2024-09-20,Sí
CLI-007484,CTR-007484,58,Murcia,48,70.59,Web,Básico,2380,4,5,2022-09-24,Sí
CLI-008693,CTR-008693,35,Zaragoza,52,53.03,Teléfono,Básico,3070.61,1,6,2022-05-28,No
CLI-008851,CTR-008851,59,Sevilla,29,50.65,Web,Premium,2586.44,3,8,2024-04-23,No
CLI-008075,CTR-008075,31,Sevilla,39,91.01,Tienda,Premium,2402.02,7,,2023-06-16,Sí
CLI-005054,CTR-005054,33,Madrid,42,88.9,Teléfono,Estándar,,5,,2023-03-07,Sí
CLI-005250,CTR-005250,45,Madrid,18,75.05,Aplicación,Básico,,3,4,2025-03-07,Sí
CLI-003591,CTR-003591,48,Madrid,25,89.64,Tienda,Empresa,,7,6,2024-08-18,Sí
CLI-003264,CTR-003264,38,Madrid,68,48.09,Web,Premium,2397.12,2,8,2021-01-21,No
CLI-007306,CTR-007306,57,Madrid,88,72.69,Teléfono,Estándar,3798.51,2,9,2019-05-28,No
CLI-003506,CTR-003506,61,Madrid,3,32.15,Teléfono,Premium,2144.29,1,5,2026-06-20,Sí
CLI-004966,CTR-004966,24,Barcelona,23,79.75,Tienda,Estándar,3086.53,3,,2024-10-08,No
CLI-004971,CTR-004971,44,Málaga,6,65.5,Web,Premium,3757.4,1,8,2026-03-09,No
CLI-001437,CTR-001437,45,Madrid,68,42.36,Web,Empresa,2756.05,0,7,2021-01-03,No
CLI-001136,CTR-001136,42,Valencia,14,54.14,Aplicación,Premium,2873.76,6,6,2025-07-06,Sí
CLI-007552,CTR-007552,53,Valencia,17,59.41,Aplicación,Básico,2658.42,0,6,2025-04-12,No
CLI-003035,CTR-003035,49,Murcia,87,82.26,Aplicación,Premium,,4,,2019-06-11,No
CLI-009814,CTR-009814,50,Málaga,45,68.85,Tienda,Empresa,,3,8,2022-12-28,No
CLI-002404,CTR-002404,57,Valencia,27,79.01,Teléfono,Estándar,1174.42,2,6,2024-06-16,Sí
CLI-008090,CTR-008090,31,Madrid,25,44.63,Web,Premium,750,5,,2024-08-20,Sí
CLI-004982,CTR-004982,38,Barcelona,1,88.24,Web,Estándar,,8,,2026-08-22,Sí
CLI-000897,CTR-000897,53,Zaragoza,21,74.71,Web,Premium,,0,10,2024-12-13,No
CLI-002944,CTR-002944,53,Madrid,92,69.07,Tienda,Premium,1267.79,3,7,2019-01-07,No
CLI-007859,CTR-007859,42,Madrid,44,32.67,Web,Básico,2355.07,5,9,2023-01-02,No
CLI-006411,CTR-006411,35,Madrid,54,68.99,Tienda,Premium,2808.13,0,9,2022-03-27,No
CLI-004955,CTR-004955,67,Málaga,31,114.75,Tienda,Premium,1895.83,6,,2024-02-05,Sí
CLI-005699,CTR-005699,38,Alicante,47,85.62,Web,Estándar,2972.65,2,5,2022-10-18,Sí
CLI-002183,CTR-002183,34,Zaragoza,10,43.93,WEB,Estándar,3873.67,5,,2025-11-06,Sí
CLI-008199,CTR-008199,35,Madrid,85,40.59,Tienda,Estándar,3353.04,3,9,2019-08-11,No
CLI-001404,CTR-001404,48,Barcelona,31,72.13,Tienda,Premium,,5,7,2024-02-17,No
CLI-009204,CTR-009204,29,Madrid,9,75.72,Tienda,Estándar,1631.62,5,9,2025-12-04,Sí
CLI-004316,CTR-004316,38,Madrid,89,167.51,Aplicación,Estándar,7238.13,3,,2019-04-02,No
CLI-009805,CTR-009805,56,Barcelona,39,73.7,Aplicación,Premium,2233.29,6,4,2023-06-13,Sí
CLI-001077,CTR-001077,59,Madrid,35,52.59,Tienda,Empresa,4703.97,2,7,2023-10-10,No
CLI-001960,CTR-001960,29,Madrid,56,71.98,Tienda,Estándar,750,3,8,2022-01-19,No
CLI-003242,CTR-003242,50,Madrid,23,58.8,Web,Premium,2636.4,7,,2024-10-18,Sí
CLI-008575,CTR-008575,38,Madrid,79,69.5,Aplicación,Básico,2704.97,1,5,2020-02-12,No
CLI-007579,CTR-007579,27,Alicante,23,62.08,Web,Estándar,,5,3,2024-10-22,Sí
CLI-000077,CTR-009927,54,Zaragoza,9,95.79,Tienda,Premium,2137.62,1,,2025-12-19,Sí
CLI-007980,CTR-007980,54,Madrid,92,71.07,Tienda,Premium,2884.69,3,6,2019-01-27,No
CLI-005009,CTR-005009,62,Zaragoza,87,81.66,Web,Premium,3274.6,0,,2019-06-11,No
CLI-009397,CTR-009397,54,Valencia,16,84.37,Web,Básico,1418.99,2,,2025-05-06,Sí
CLI-004074,CTR-004074,26,Valencia,28,81.33,WEB,Estándar,,1,,2024-05-07,Sí
CLI-005023,CTR-005023,31,Málaga,8,89.98,Tienda,Premium,1561.34,2,6,2026-01-10,Sí
CLI-002263,CTR-002263,31,Madrid,37,39.58,Tienda,Básico,1847.18,5,4,2023-08-13,Sí
CLI-008036,CTR-008036,44,Alicante,43,72.3,Teléfono,Estándar,1974.29,4,,2023-02-27,No
CLI-006481,CTR-006481,40,Madrid,35,54.18,Web,Básico,2997.44,4,4,2023-10-14,Sí
CLI-003922,CTR-003922,52,Málaga,33,76.69,Tienda,Empresa,2653.14,6,,2023-12-03,Sí
CLI-002373,CTR-002373,43,Sevilla,51,72.48,Tienda,Estándar,,5,8,2022-06-23,No
CLI-004371,CTR-004371,42,Murcia,19,60.31,Web,Estándar,2069.47,6,5,2025-02-18,Sí
CLI-003616,CTR-003616,58,Murcia,11,97.72,Tienda,Premium,,3,,2025-10-09,No
CLI-007213,CTR-007213,49,Málaga,67,71.28,Teléfono,Estándar,2039.5,0,9,2021-02-11,No
CLI-000573,CTR-000573,47,Málaga,16,9.9,Tienda,Estándar,1922.78,1,8,2025-05-20,No
CLI-006675,CTR-006675,46,Valencia,80,80.14,Aplicación,Premium,,2,7,2020-01-22,No
CLI-004701,CTR-004701,22,Madrid,32,54.15,Tienda,Premium,2665.99,5,4,2024-01-09,Sí
CLI-005497,CTR-005497,19,Madrid,44,88.1,Teléfono,Premium,,2,6,2023-01-10,Sí
CLI-003599,CTR-003599,32,Madrid,56,85.16,Web,Estándar,3171.26,2,7,2022-01-11,No
CLI-000761,CTR-000761,46,Málaga,49,70.58,Web,Premium,3530.56,0,6,2022-08-07,No
CLI-001199,CTR-001199,53,Madrid,61,51.32,Web,Estándar,4791.07,1,6,2021-08-11,No
CLI-001889,CTR-001889,50,Barcelona,36,68.36,Web,Empresa,3526.13,0,5,2023-09-13,No
CLI-007182,CTR-007182,25,Madrid,1,89.52,Web,Estándar,1369.15,5,6,2026-08-04,Sí
CLI-004695,CTR-004695,34,Madrid,51,72.89,Aplicación,Estándar,2629.04,1,10,2022-06-06,No
CLI-002318,CTR-002318,57,Barcelona,42,42.41,Web,Empresa,,5,5,2023-03-26,Sí
CLI-002320,CTR-002320,43,Barcelona,76,82.68,Aplicación,Premium,750,0,6,2020-05-11,No
CLI-006292,CTR-006292,34,Barcelona,81,80.83,Web,Estándar,3250.7,0,7,2019-12-22,No
CLI-002927,CTR-002927,18,Málaga,30,25.7,Web,Premium,,2,4,2024-03-25,Sí
CLI-002684,CTR-002684,48,Málaga,26,82.77,Aplicación,Empresa,1790.45,4,5,2024-07-12,Sí
CLI-009722,CTR-009722,50,Valencia,27,47.16,Aplicación,Básico,3358.15,2,7,2024-06-14,No
CLI-009020,CTR-009020,28,Murcia,25,27.34,Web,Básico,2615.12,2,,2024-08-18,Sí
CLI-008925,CTR-008925,21,Madrid,26,72.25,Web,Estándar,2383.36,7,7,2024-07-01,Sí
CLI-009486,CTR-009486,31,Málaga,28,82.33,Web,Básico,2654.69,6,5,2024-05-02,Sí
CLI-001068,CTR-001068,54,Málaga,78,84.11,Web,Básico,3584.81,2,7,2020-03-03,No
CLI-007648,CTR-007648,62,Murcia,70,69.57,Web,Estándar,3550.7,2,9,2020-11-18,No
CLI-004777,CTR-004777,23,Madrid,13,48.97,Tienda,Estándar,2576.5,4,5,2025-08-08,Sí
CLI-002900,CTR-002900,55,Barcelona,83,53.29,Aplicación,Básico,2801.56,2,7,2019-10-13,No
CLI-000655,CTR-000655,54,Madrid,1,75.79,Teléfono,Estándar,1478.52,5,6,2026-08-21,Sí
CLI-004171,CTR-004171,40,Barcelona,15,78.3,Web,Premium,2532.83,4,7,2025-06-28,Sí
CLI-003714,CTR-003714,47,Alicante,82,69.66,Web,Estándar,3179.09,4,,2019-11-07,No
CLI-006058,CTR-006058,18,Alicante,26,61.27,Web,Básico,1703.14,4,3,2024-07-14,Sí
CLI-004494,CTR-004494,35,Madrid,24,29.66,Aplicación,Estándar,2684.68,0,6,2024-09-12,No
CLI-001426,CTR-001426,29,Valencia,12,96.67,Web,Premium,750,3,7,2025-09-21,No
CLI-004775,CTR-004775,43,Barcelona,43,65.64,Teléfono,Estándar,2581.07,0,7,2023-02-04,No
CLI-000866,CTR-000866,29,Madrid,4,52.32,Tienda,Estándar,1804.45,3,5,2026-05-03,Sí
CLI-000465,CTR-000465,41,Barcelona,48,116.12,Tienda,Básico,1794.19,3,5,2022-09-11,Sí
CLI-007205,CTR-007205,64,Barcelona,23,70.82,Tienda,Premium,3761.58,0,5,2024-10-21,No
CLI-004630,CTR-004630,35,Málaga,34,60.89,WEB,Estándar,2762.23,4,5,2023-11-21,Sí
CLI-002092,CTR-002092,33,Madrid,51,40.22,Tienda,Premium,2372.99,2,10,2022-06-02,No
CLI-005637,CTR-005637,33,Madrid,54,14.37,Web,Básico,1702.81,7,,2022-03-24,No
CLI-009703,CTR-009703,18,Barcelona,24,66.49,Teléfono,Básico,2855.95,2,5,2024-09-14,Sí
CLI-005892,CTR-005892,38,Madrid,16,41.32,Teléfono,Premium,2270.74,5,,2025-05-24,Sí
CLI-001662,CTR-001662,26,Madrid,84,84.53,Aplicación,Estándar,2915.67,2,9,2019-09-08,No
CLI-006659,CTR-006659,44,Madrid,56,60.48,Teléfono,Empresa,3462.38,0,,2022-01-26,No
CLI-007376,CTR-007376,29,Málaga,89,50.8,Aplicación,Básico,,1,,2019-04-22,No
CLI-004541,CTR-004541,50,Sevilla,94,43,Tienda,Básico,3033.09,2,,2018-11-16,No
CLI-005263,CTR-005263,49,Sevilla,2,41.01,Web,Estándar,1350.57,3,4,2026-07-21,Sí
CLI-008165,CTR-008165,43,Madrid,35,61.97,Aplicación,Estándar,1267.55,2,8,2023-10-06,No
CLI-003634,CTR-003634,44,Valencia,76,38.79,Web,Básico,1840.7,1,9,2020-05-24,No
CLI-006241,CTR-006241,48,Valencia,94,78.36,Web,Básico,3709.04,1,,2018-11-25,No
CLI-004788,CTR-004788,51,Valencia,45,49.77,Aplicación,Básico,1184.18,4,,2022-12-04,Sí
CLI-003690,CTR-003690,31,Barcelona,37,74.47,Tienda,Estándar,2911.88,4,,2023-08-20,No
CLI-006231,CTR-006231,41,Barcelona,71,57.05,Tienda,Premium,2862.21,2,9,2020-10-06,No
CLI-009589,CTR-009589,35,Valencia,62,24.55,Teléfono,Premium,2450.76,2,5,2021-07-11,No
CLI-009209,CTR-009209,32,Madrid,8,44.83,Aplicación,Básico,1992.53,2,,2026-01-21,Sí
CLI-008765,CTR-008765,36,Zaragoza,50,86.95,Teléfono,Básico,3841.32,4,8,2022-07-16,No
CLI-005365,CTR-005365,54,Zaragoza,41,58.47,Tienda,Estándar,2128.62,3,3,2023-04-15,Sí
CLI-008511,CTR-008511,41,Málaga,13,68.24,Web,Estándar,2980.09,3,7,2025-08-15,Sí
CLI-004073,CTR-004073,42,Madrid,41,38.67,Teléfono,Estándar,2366.38,1,,2023-04-06,No
CLI-007254,CTR-007254,32,Barcelona,49,42.34,Tienda,Empresa,3121.97,4,,2022-08-13,No
CLI-004558,CTR-004558,47,Madrid,47,62.98,Tienda,Premium,2508.07,3,7,2022-10-19,Sí
CLI-001680,CTR-001680,36,Madrid,27,63.58,Teléfono,Estándar,,6,5,2024-06-19,Sí
CLI-004078,CTR-004078,44,Sevilla,76,63.3,Web,Básico,1750.54,1,9,2020-05-18,No
CLI-008214,CTR-008214,28,Valencia,6,59.57,Aplicación,Estándar,1730.36,1,,2026-03-17,Sí
CLI-004291,CTR-004291,54,Zaragoza,37,66.26,Teléfono,Premium,1845.76,1,6,2023-08-13,No
CLI-004158,CTR-004158,43,Valencia,19,70.47,Tienda,Premium,750,7,,2025-02-11,Sí
CLI-004301,CTR-004301,71,Madrid,51,76.34,Web,Básico,1871.07,4,8,2022-06-14,No
CLI-003975,CTR-003975,49,Málaga,54,57.76,Teléfono,Estándar,,4,,2022-03-12,No
CLI-006743,CTR-006743,50,Barcelona,36,57.71,Teléfono,Empresa,1724.86,4,,2023-09-15,Sí
CLI-002478,CTR-002478,30,Madrid,23,64.79,Web,Estándar,,3,6,2024-10-15,Sí
CLI-009103,CTR-009103,49,Barcelona,93,62.77,Web,Estándar,2108.94,0,8,2018-12-13,No
CLI-001679,CTR-001679,44,Madrid,19,45.4,Teléfono,Estándar,1619.07,1,7,2025-02-23,No
CLI-006686,CTR-006686,23,Barcelona,51,54.15,Aplicación,Básico,,2,,2022-06-08,No
CLI-001547,CTR-001547,39,Valencia,86,85.76,Teléfono,Premium,3267.02,2,9,2019-07-05,No
CLI-004188,CTR-004188,54,Barcelona,11,61.48,Web,Estándar,2447.36,0,7,2025-10-02,No
CLI-005761,CTR-005761,48,Valencia,41,76.02,Tienda,Premium,2286.65,4,7,2023-04-17,Sí
CLI-005012,CTR-005012,40,Madrid,9,58.06,Tienda,Estándar,2592.11,1,8,2025-12-13,No
CLI-001823,CTR-001823,31,Murcia,3,74.53,Web,Básico,2992.85,7,8,2026-06-22,Sí
CLI-003294,CTR-003294,27,Sevilla,87,51.91,Web,Empresa,3658.7,0,10,2019-06-27,No
CLI-006010,CTR-006010,52,Madrid,17,72.84,Tienda,Estándar,1248.98,1,,2025-04-13,No
CLI-006954,CTR-006954,40,Madrid,70,58.68,Web,Premium,,0,7,2020-11-02,No
CLI-008363,CTR-008363,37,Madrid,61,80.03,Tienda,Básico,,1,7,2021-08-03,No
CLI-001024,CTR-001024,22,Zaragoza,43,72.85,Tienda,Estándar,1089.84,5,6,2023-02-07,Sí
CLI-003110,CTR-003110,34,Barcelona,21,28.74,Web,Estándar,1630.17,5,,2024-12-01,Sí
CLI-000057,CTR-000057,40,Zaragoza,27,38.98,Web,Estándar,1766.97,4,,2024-06-15,No
CLI-006203,CTR-006203,37,Murcia,19,87.06,web,Premium,,2,,2025-02-11,Sí
CLI-002234,CTR-002234,54,Madrid,46,51.26,Tienda,Estándar,,3,8,2022-11-07,No
CLI-008158,CTR-008158,58,Barcelona,53,48.16,Tienda,Estándar,2158.39,1,,2022-04-01,No
CLI-007937,CTR-007937,35,Barcelona,27,42.19,Tienda,Estándar,1834.26,6,4,2024-06-24,Sí
CLI-003617,CTR-003617,34,Murcia,26,43.7,Web,Premium,1935.66,4,5,2024-07-06,Sí
CLI-008674,CTR-008674,39,Valencia,47,65.4,Aplicación,Estándar,2023.41,1,9,2022-10-08,No
CLI-008299,CTR-008299,37,Madrid,39,57.05,Tienda,Premium,1487.65,2,7,2023-06-16,Sí
CLI-009008,CTR-009008,37,Valencia,19,96.34,Web,Estándar,2810.1,2,7,2025-02-23,No
CLI-003426,CTR-003426,55,Madrid,47,68.01,Tienda,Básico,,1,7,2022-10-15,No
CLI-006804,CTR-006804,31,Valencia,40,103.63,Tienda,Básico,1889.61,2,6,2023-05-21,No
CLI-006893,CTR-006893,24,Madrid,18,95.91,Tienda,Básico,1328.75,3,,2025-03-18,Sí
CLI-007277,CTR-007277,19,Barcelona,81,47.42,Tienda,Básico,2610.05,1,,2019-12-25,No
CLI-001994,CTR-001994,50,Madrid,22,64.19,Web,Premium,2206.04,0,8,2024-11-26,No
CLI-001860,CTR-001860,63,Valencia,43,71.26,Teléfono,Básico,,1,7,2023-02-18,No
CLI-003508,CTR-003508,46,Valencia,67,100.49,Tienda,Estándar,1882.39,3,5,2021-02-08,No
CLI-002926,CTR-002926,18,Madrid,34,76.43,Tienda,Empresa,2090.43,5,,2023-11-05,No
CLI-001868,CTR-001868,48,Valencia,46,15.82,Tienda,Estándar,3754.21,2,8,2022-11-12,No
CLI-005265,CTR-005265,33,Madrid,23,93.75,Web,Premium,2266.77,3,5,2024-10-22,Sí
CLI-001746,CTR-001746,71,Murcia,7,71.9,,Premium,,1,7,2026-02-03,Sí
CLI-000939,CTR-000939,45,Barcelona,30,66.15,Tienda,Empresa,3794.17,4,6,2024-03-14,Sí
CLI-008946,CTR-008946,47,Valencia,21,54.95,Aplicación,Estándar,2553.92,7,5,2024-12-24,Sí
CLI-002122,CTR-002122,67,Madrid,55,33.28,Web,Estándar,2881.56,1,,2022-02-16,No
CLI-004741,CTR-004741,21,Málaga,33,102.15,Web,Básico,2056.35,4,8,2023-12-18,No
CLI-009119,CTR-009119,28,Madrid,51,95.78,Teléfono,Básico,,3,8,2022-06-13,No
CLI-009327,CTR-009327,48,Madrid,54,88.82,web,Estándar,3448.98,1,7,2022-03-09,No
CLI-009087,CTR-009087,40,Zaragoza,24,86.32,Tienda,Estándar,4861.46,1,,2024-09-11,No
CLI-003764,CTR-003764,43,Sevilla,24,44.17,Web,Estándar,,4,6,2024-09-15,Sí
CLI-003120,CTR-003120,46,Sevilla,95,58.08,Tienda,Básico,2914.38,2,,2018-10-02,No
CLI-002633,CTR-002633,48,Madrid,55,67.62,Web,Premium,4103.08,4,8,2022-02-18,No
CLI-008802,CTR-008802,40,Madrid,3,77.8,Web,Estándar,,4,6,2026-06-04,Sí
CLI-000249,CTR-000249,35,Valencia,24,90.21,Web,Estándar,750,0,10,2024-09-02,No
CLI-005555,CTR-005555,33,Madrid,65,58.32,Web,Estándar,2452.33,1,,2021-04-03,No
CLI-004432,CTR-004432,59,Sevilla,75,69.71,Web,Estándar,2939.41,4,8,2020-06-10,No
CLI-008663,CTR-008663,45,Barcelona,74,47.43,Teléfono,Básico,1929.16,1,8,2020-07-05,No
CLI-004033,CTR-004033,25,Barcelona,20,85.95,Web,Estándar,,5,,2025-01-12,Sí
CLI-008038,CTR-008038,30,Madrid,29,80.84,Teléfono,Empresa,2558.46,6,3,2024-04-03,Sí
CLI-000835,CTR-000835,55,Valencia,53,35.81,Tienda,Estándar,,4,,2022-04-09,No
CLI-001699,CTR-001699,27,Madrid,27,88.91,Aplicación,Básico,1576.17,1,,2024-06-16,Sí
CLI-006070,CTR-006070,42,Valencia,24,62.85,Tienda,Básico,3362.35,5,,2024-09-19,Sí
CLI-009820,CTR-009820,20,Valencia,27,74.83,Web,Estándar,1624.98,3,3,2024-06-28,Sí
CLI-001799,CTR-001799,55,Madrid,66,55.66,Tienda,Estándar,3097.58,2,6,2021-03-02,No
CLI-007655,CTR-007655,57,Valencia,25,60.9,Web,Básico,2765.15,3,,2024-08-20,Sí
CLI-001219,CTR-001219,38,Sevilla,66,41.14,,Estándar,4011.53,1,9,2021-03-04,No
CLI-009753,CTR-009753,52,Barcelona,20,54.58,Web,Básico,3624.81,0,,2025-01-06,No
CLI-000379,CTR-000379,38,Málaga,91,44.58,Web,Empresa,,3,10,2019-02-07,No
CLI-004582,CTR-004582,50,Valencia,96,53.1,Aplicación,Estándar,2007.99,0,7,2018-09-11,No
CLI-003657,CTR-003657,38,Valencia,44,48.82,Aplicación,Premium,,0,,2023-01-07,Sí
CLI-000317,CTR-000317,43,Zaragoza,47,66.83,Web,Premium,3177.56,5,,2022-10-28,Sí
CLI-001371,CTR-001371,35,Valencia,76,81.06,Teléfono,Básico,1206.86,2,10,2020-05-22,No
CLI-007571,CTR-007571,43,Sevilla,14,45.54,Tienda,Empresa,2891.45,6,8,2025-07-20,No
CLI-002112,CTR-002112,70,Murcia,18,69.26,Aplicación,Básico,3222.53,1,,2025-03-10,No
CLI-006628,CTR-006628,28,Málaga,78,53.79,Tienda,Premium,2749.86,2,7,2020-03-18,No
CLI-006737,CTR-006737,40,Valencia,32,54.67,Web,Básico,2880.12,8,3,2024-01-18,Sí
CLI-004407,CTR-004407,55,Barcelona,94,76.73,Aplicación,Estándar,2162.95,2,7,2018-11-07,No
CLI-008273,CTR-008273,22,Madrid,16,82.59,Teléfono,Estándar,1841.2,0,6,2025-05-06,Sí
CLI-004697,CTR-004697,31,Murcia,69,40.76,Tienda,Premium,3186.74,0,8,2020-12-02,No
CLI-007694,CTR-007694,39,Valencia,73,94.71,Tienda,Premium,2036.26,1,9,2020-08-17,No
CLI-003834,CTR-003834,30,Murcia,35,171.67,Tienda,Empresa,4757.94,4,,2023-10-03,Sí
CLI-004935,CTR-004935,48,Valencia,13,85.29,Teléfono,Premium,3291.21,1,8,2025-08-25,No
CLI-005982,CTR-005982,41,Valencia,91,30.27,Web,Estándar,,4,7,2019-02-09,No
CLI-006486,CTR-006486,44,Alicante,23,66.63,Web,Estándar,2038.86,3,4,2024-10-06,No
CLI-001838,CTR-001838,23,Madrid,35,92.04,Aplicación,Básico,1898.73,6,,2023-10-09,Sí
CLI-007308,CTR-007308,53,Sevilla,22,47.75,Aplicación,Estándar,2339.25,1,8,2024-11-24,No
CLI-003999,CTR-003999,33,Alicante,5,84.57,Tienda,Premium,1196.23,3,,2026-04-10,Sí
CLI-006505,CTR-006505,35,Zaragoza,5,50.59,Aplicación,Estándar,2192.49,6,5,2026-04-14,Sí
CLI-005371,CTR-005371,39,Sevilla,42,80.73,Web,Premium,2096.52,3,5,2023-03-08,Sí
CLI-000794,CTR-000794,46,Murcia,18,50.77,Aplicación,Básico,2252.88,2,7,2025-03-10,No
CLI-000597,CTR-000597,34,Alicante,67,19.81,Aplicación,Estándar,2073.89,4,8,2021-02-24,No
CLI-003302,CTR-003302,76,Barcelona,41,69.32,Web,Empresa,,4,7,2023-04-16,Sí
CLI-005320,CTR-005320,29,Barcelona,29,80.14,Teléfono,Estándar,2884.47,8,4,2024-04-10,Sí
CLI-004135,CTR-004135,50,Sevilla,72,68.58,Web,Estándar,2816.97,1,8,2020-09-03,No
CLI-008008,CTR-008008,37,Madrid,67,64.61,Tienda,Estándar,4071.5,1,6,2021-02-23,No
CLI-009391,CTR-009391,31,Zaragoza,68,180.6,Web,Básico,8779.08,2,,2021-01-10,No
CLI-002686,CTR-002686,57,Madrid,84,36.64,Web,Básico,2453.7,2,7,2019-09-27,No
CLI-003743,CTR-003743,47,Sevilla,29,71.5,Web,Estándar,1568.93,5,,2024-04-10,Sí
CLI-003956,CTR-003956,29,Madrid,48,66.05,Teléfono,Básico,2746.19,6,6,2022-09-09,Sí
CLI-007339,CTR-007339,45,Madrid,19,53.69,Web,Estándar,,0,,2025-02-17,No
CLI-001036,CTR-001036,46,Madrid,22,66.17,Web,Empresa,,1,5,2024-11-03,Sí
CLI-003423,CTR-003423,38,Madrid,47,65.37,Tienda,Premium,3123.46,0,,2022-10-21,No
CLI-003082,CTR-003082,50,Valencia,25,31.54,Teléfono,Estándar,3318.87,4,,2024-08-17,No
CLI-007757,CTR-007757,51,Barcelona,36,60.56,Web,Estándar,,0,7,2023-09-27,No
CLI-009182,CTR-009182,39,Valencia,83,43.49,Teléfono,Premium,3155.95,4,8,2019-10-27,No
CLI-001619,CTR-001619,18,Alicante,40,65.43,Tienda,Básico,,3,4,2023-05-01,Sí
CLI-005514,CTR-005514,39,Zaragoza,82,78.14,web,Básico,3024.43,0,7,2019-11-25,No
CLI-003362,CTR-003362,36,Barcelona,1,39.04,Tienda,Básico,1156.07,3,4,2026-08-27,Sí
CLI-007761,CTR-007761,34,Valencia,94,50.95,Web,Estándar,1755.02,1,7,2018-11-22,No
CLI-001119,CTR-001119,42,Madrid,32,27.71,Web,Básico,1652.13,0,5,2024-01-05,No
CLI-003494,CTR-003494,45,Madrid,18,76,Tienda,Estándar,3423.14,2,9,2025-03-07,No
CLI-000275,CTR-000275,53,Sevilla,57,87.77,Web,Premium,2371.85,5,10,2021-12-12,No
CLI-006638,CTR-006638,26,Madrid,25,55.96,Tienda,Estándar,2218.02,3,5,2024-08-07,No
CLI-007332,CTR-007332,41,Sevilla,83,49.39,Teléfono,Básico,2928.46,2,6,2019-10-04,No
CLI-003455,CTR-003455,49,Murcia,93,55.34,Web,Premium,,3,10,2018-12-18,No
CLI-005226,CTR-005226,32,Madrid,30,69.34,Web,Premium,2709.91,4,8,2024-03-28,Sí
CLI-001456,CTR-001456,50,Madrid,68,39.6,Web,Estándar,1712.47,6,7,2021-01-02,No
CLI-006861,CTR-006861,39,Murcia,41,78.14,Web,Estándar,2096.32,0,8,2023-04-04,No
CLI-003008,CTR-003008,36,Madrid,76,49.57,,Estándar,4098.65,2,,2020-05-12,No
CLI-009544,CTR-009544,29,Madrid,39,85.85,Aplicación,Premium,2985.85,3,10,2023-06-09,No
CLI-001185,CTR-001185,36,Valencia,65,68.05,Aplicación,Estándar,1657.06,4,,2021-04-19,No
CLI-005056,CTR-005056,18,Madrid,25,40.85,Teléfono,Básico,931.34,5,4,2024-08-09,Sí
CLI-008510,CTR-008510,41,Zaragoza,36,96.99,Teléfono,Estándar,,1,6,2023-09-14,No
CLI-007262,CTR-007262,37,Zaragoza,84,64.32,web,Básico,1016.34,3,10,2019-09-08,No
CLI-002573,CTR-002573,55,Málaga,10,64.12,Teléfono,Premium,1405.54,6,8,2025-11-05,No
CLI-008748,CTR-008748,46,Alicante,17,32.6,Teléfono,Básico,2462.34,5,,2025-04-11,Sí
CLI-007121,CTR-007121,37,Zaragoza,27,67.1,Tienda,Estándar,,1,,2024-06-05,No
CLI-004574,CTR-004574,51,Alicante,58,82.87,web,Premium,2240.53,4,9,2021-11-25,No
CLI-000599,CTR-000599,18,Madrid,46,69.41,Web,Básico,3546.49,5,,2022-11-05,Sí
CLI-002283,CTR-002283,33,Valencia,52,59.92,Teléfono,Premium,1557.88,0,10,2022-05-11,No
CLI-002883,CTR-002883,27,Madrid,81,63.7,Web,Estándar,3377.51,0,9,2019-12-11,No
CLI-005857,CTR-005857,42,Valencia,11,53.31,Web,Empresa,1916.51,4,5,2025-10-21,Sí
CLI-005473,CTR-005473,50,Madrid,57,71.24,Web,Empresa,4301.24,2,,2021-12-11,No
CLI-005303,CTR-005303,30,Madrid,32,42.3,Web,Estándar,1875.98,2,6,2024-01-18,Sí
CLI-008300,CTR-008300,41,Sevilla,3,43.01,Web,Estándar,2393.26,5,,2026-06-04,Sí
CLI-001688,CTR-001688,35,Barcelona,18,79.84,Tienda,Estándar,3109.15,4,,2025-03-06,Sí
CLI-005435,CTR-005435,32,Murcia,83,22.87,Aplicación,Premium,1892.36,2,7,2019-10-25,No
CLI-008958,CTR-008958,58,Valencia,70,52.43,Web,Premium,2806.1,5,8,2020-11-13,No
CLI-006417,CTR-006417,34,Alicante,20,44.45,Tienda,Estándar,,2,,2025-01-14,No
CLI-000907,CTR-000907,34,Sevilla,9,66.18,WEB,Premium,2197.66,3,7,2025-12-13,Sí
CLI-008144,CTR-008144,51,Sevilla,73,48.36,Tienda,Premium,3135.64,1,8,2020-08-03,No
CLI-000136,CTR-000136,52,Madrid,48,56.38,Teléfono,Básico,1961.91,2,,2022-09-10,Sí
CLI-002079,CTR-002079,20,Madrid,31,71.85,Web,Estándar,4958.85,5,7,2024-02-24,Sí
CLI-003487,CTR-003487,25,Madrid,10,47.58,Teléfono,Básico,3250.72,3,7,2025-11-06,No
CLI-003249,CTR-003249,41,Barcelona,75,96.28,Teléfono,Básico,2432.12,3,,2020-06-19,No
